School Name,Address,Website_x,City_x,Category_x,Gender_x,Principal_x,Founded_x,Affiliation_x,Web Url,Fees_x,Revenue_x,Mobile/Contact Number_x,Principal/Heigher Mgm. Emails_x,Emails_x,Other Higher Mgm. Email_x,Other Email_x,Other Email.1_x,Contact number_x,Contact number.1_x,Contact number.2_x,Merged_Unnamed_x,Unnamed: 22,Unnamed: 23,Pincode,Website_y,City_y,Category_y,Gender_y,Principal_y,Founded_y,Affiliation_y,Strength,Website.1,Fees_y,Revenue_y,Mobile/Contact Number_y,Principal/Heigher Mgm. Emails_y,Emails_y,Other Higher Mgm. Email_y,Other Email_y,Other Email.1_y,Contact number_y,Contact number.1_y,Contact number.2_y,Merged_Unnamed_y,Web Url_x,Unnamed: 22_x,Unnamed: 23_x,Web Url_y,Unnamed: 22_y,Unnamed: 23_y,Unnamed: 24
global public school,"p.o, thiruvaniyoor, thiruvankulam - chottanikkara rd, kochi, kerala 682308",http://www.globalpublicschool.org/,Kerala,"CBSE School, IB school, International School, School",,Sreekumar Kartha,2005,,,"2.5 crore, 5 crore, 4 crore",,0484 271 3745,"sr1980@gmail.com, shoukath1966@gmail.com, k1983@yahoo.com, dr.chakravarthi@yahoo.com","nigam16@gmail.com, shriarif@gmail.com, swarn4@gmail.com, khalil.bsc@gmail.com","principal@globalpublicschool.co.in, info@mothersglobal.in, ana@cpsglobalschool.com","gpsmoradabad@gmail, principal@globalpublicschool.co.in, junior@cpsglobalschool.com","mail@globalpublicschool.org, gpsmoradabad@gmail, info@tatvaglobalschool.com","info@mothersglobal.in, mail@globalpublicschool.org, 8289544000",7551239580,8298544000,,,,,http://www.globalpublicschool.org/,Kerala,"CBSE School, IB school, International School, School",,Sreekumar Kartha,2005,,,,"2.5 crore, 5 crore, 4 crore",,0484 271 3745,"sr1980@gmail.com, shoukath1966@gmail.com, k1983@yahoo.com, dr.chakravarthi@yahoo.com","nigam16@gmail.com, shriarif@gmail.com, swarn4@gmail.com, khalil.bsc@gmail.com","principal@globalpublicschool.co.in, info@mothersglobal.in, ana@cpsglobalschool.com","gpsmoradabad@gmail, principal@globalpublicschool.co.in, junior@cpsglobalschool.com","mail@globalpublicschool.org, gpsmoradabad@gmail, info@tatvaglobalschool.com","info@mothersglobal.in, mail@globalpublicschool.org, 8289544000",7551239580,8298544000,,,,,,,,
goa institute of management,"near ravindra bhavan, sanquelim, poriem, goa 403505",http://www.gim.ac.in/,Goa,"Private Schoos, Private School",,,1993,,,"10 lakh, 3 crore",,0832 236 6704,manoharv@gmail.com,,"placement.bda@gim.ac.in, placement@gim.ac.in","placement.bifs@gim.ac.in, placement.hcm@gim.ac.in","placement.hcm@gim.ac.in, placement.bda@gim.ac.in","91-7838008070, 9096827516","91-9990209053, 9633990136","91-7030477469, 9567547822",,,,,http://www.gim.ac.in/,Goa,"Private Schoos, Private School",,,1993,,,,"10 lakh, 3 crore",,0832 236 6704,manoharv@gmail.com,,"placement.bda@gim.ac.in, placement@gim.ac.in","placement.bifs@gim.ac.in, placement.hcm@gim.ac.in","placement.hcm@gim.ac.in, placement.bda@gim.ac.in","91-7838008070, 9096827516","91-9990209053, 9633990136","91-7030477469, 9567547822",,,,,,,,
goatimeline goa educare show,"#401, 4th floor, dukle arcade, av. teófilo braga, tambdi mati, santa inez, panaji, goa 403001",http://www.goaeducareshow.in/,Goa,International School,,,,,,11 lakh,,0832 674 3333,dr.cmi@gmail.com,,events@goatimeline.com,support@goaeducareshow.in,,9230021010,+91-9822200034,9822200034,,,,,http://www.goaeducareshow.in/,Goa,International School,,,,,,,11 lakh,,0832 674 3333,dr.cmi@gmail.com,,events@goatimeline.com,support@goaeducareshow.in,,9230021010,+91-9822200034,9822200034,,,,,,,,
good shepherd international school,"good shepherd knowledge village, m. palada post, ooty, tamil nadu 643004",http://www.gsis.ac.in/,"Tamil Nadu, Peddapalli","School, Kids School, CBSE School, ICSE School, IB school, International School",,Sheila Alexander,,,,"1/2 crore, 3637 crore, 2 crore, 5 crore, 2.5 crore",,0423 255 1000,"challa.bsc@hotmail.com, swamividyamritananda@hotmail.com, swami.msc@yahoo.com, vidyamritananda.phd@gmail.com, asim1977@gmail.com, tindale6@gmail.com, sharma1966@rediff.com","gobindchandiramani@gmail.com, jagannath14@gmail.com, principal.jayant@gmail.com, dhalerushikesh@gmail.com, dhavale8@gmail.com, dhole11@gmail.com, gupta15@gmail.com",info@gsis.ac.in,romegoodshepherd@gmail.com,academics.gsis@gmail.com,"gsis.rome@gmail.com, 9142325503",9142325500,,,,,,http://www.gsis.ac.in/,"Tamil Nadu, Peddapalli","School, Kids School, CBSE School, ICSE School, IB school, International School",,Sheila Alexander,,,,,"1/2 crore, 3637 crore, 2 crore, 5 crore, 2.5 crore",,0423 255 1000,"challa.bsc@hotmail.com, swamividyamritananda@hotmail.com, swami.msc@yahoo.com, vidyamritananda.phd@gmail.com, asim1977@gmail.com, tindale6@gmail.com, sharma1966@rediff.com","gobindchandiramani@gmail.com, jagannath14@gmail.com, principal.jayant@gmail.com, dhalerushikesh@gmail.com, dhavale8@gmail.com, dhole11@gmail.com, gupta15@gmail.com",info@gsis.ac.in,romegoodshepherd@gmail.com,academics.gsis@gmail.com,"gsis.rome@gmail.com, 9142325503",9142325500,,,,,,,,,
good shepherd convent school,"pandav nagar, shahdol, madhya pradesh 484001",https://www.goodshepherdsdl.in/,Madhya Pradesh,Private School,,Sr. Mercelet,,,,4 crore,,07652 240 282,dr.kumar@gmail.com,principal.kamble@gmail.com,gscs_sdl@rediffmail.com,gskhammam@yahoo.in,gscchainpur@gmail.com,gsmhsschennai@gmail.com,,,,,,,http://goodshepherdsdl.com/,Madhya Pradesh,Private School,,Sr. Mercelet,,,,,4 crore,,07652 240 282,dr.kumar@gmail.com,principal.kamble@gmail.com,gscs_sdl@rediffmail.com,gskhammam@yahoo.in,gscchainpur@gmail.com,gsmhsschennai@gmail.com,,,,,,,,,,
gujarat public school chhani,"near, roff old padra road, kalali railway crossing, atladara, vadodara, gujarat 391740",http://www.gujaratpublicschool.org/,Gujarat,"Schools, Board School",,,,,,"12 lakh, 10 lakh",,0265 268 0215,"sr1974@hotmail.com, p1977@gmail.com",,gpschhani@gmail.com,pinaljgd@gmail.com,info@gujaratpublicschool.org,9427323717,9662317703,9879336458,,,,,http://www.gujaratpublicschool.org/,Gujarat,"Schools, Board School",,,,,,,"12 lakh, 10 lakh",,0265 268 0215,"sr1974@hotmail.com, p1977@gmail.com",,gpschhani@gmail.com,pinaljgd@gmail.com,info@gujaratpublicschool.org,9427323717,9662317703,9879336458,,,,,,,,
guru nanak hr. sec. school,"pe pee compound, hindpiri rd, hindpiri, ranchi, jharkhand 834001",http://www.gurunanakschool.com/,,School,,Dr. Manohar Lal,1963,Central Board of Secondary Education,,,,0651 233 1784,formsgle20@hotmail.com,pro.rawat@gmail.com,gnhssran@gmail.com,school.gurunanak@gmail.com,gnhssran@.com,ml.midha@gmail.com,gurunanak_30b@rediffmail.com,,,,,,http://www.gurunanakschool.com/,,School,,Dr. Manohar Lal,1963,Central Board of Secondary Education,,,,,0651 233 1784,formsgle20@hotmail.com,pro.rawat@gmail.com,gnhssran@gmail.com,school.gurunanak@gmail.com,gnhssran@.com,ml.midha@gmail.com,gurunanak_30b@rediffmail.com,,,,,,,,,
gurukul the school,"railway crossings, hapur bypass road near dasna, national highway 24, ghaziabad, uttar pradesh 201302",http://www.gurukultheschool.com/,Uttar Pradesh,Schools,,,,,,9 lakh,,092052 72096,joseph17@gmail.com,,info@gurukultheschool.com,admission@gurukultheschool.com,infocrossings@gurukultheschool,+91-9205272096,+91-8527199902,919205272092,,,,,http://www.gurukultheschool.com/,Uttar Pradesh,Schools,,,,,,,9 lakh,,092052 72096,joseph17@gmail.com,,info@gurukultheschool.com,admission@gurukultheschool.com,infocrossings@gurukultheschool,+91-9205272096,+91-8527199902,919205272092,,,,,,,,
gwalior glory high school,"nh 75, neem chandoha, shivpuri link road, gwalior, madhya pradesh 474001",http://www.gwaliorgloryhighschool.ac.in/,Madhya Pradesh,School,,Rajeshwari Sawant,1991,,,2 crore,,0751 264 0101,"madhav.msc@gmail.com, dwivedidivya@gmail.com","principal.grace@gmail.com, msc.sunil@gmail.com",careers.gghs@gmail.com,gwaliorglory@rediffmail.com,office.gwaliorglory@gmail.com,9644001038,9644001034,9644682323,,,,,http://www.gwaliorgloryhighschool.ac.in/,Madhya Pradesh,School,,Rajeshwari Sawant,1991,,,,2 crore,,0751 264 0101,"madhav.msc@gmail.com, dwivedidivya@gmail.com","principal.grace@gmail.com, msc.sunil@gmail.com",careers.gghs@gmail.com,gwaliorglory@rediffmail.com,office.gwaliorglory@gmail.com,9644001038,9644001034,9644682323,,,,,,,,
gyan bharti,"dhanwan, hisua, bihar 805103",https://gyanbhartihisua.in/,Bihar,"School, Private School",,Gautam Kumar,,,,"751 crore, 4 crore",,080848 64411,"satyendra1990@gmail.com, adhikary4@hotmail.com","agrawal13@gmail.com, msc.padma@gmail.com",gyanbharati@gmail.com,nishi_manglik@yahoo.co.in,gyanbharticollege@gmail.com,9896010790,9467412969,9813810790,,,,,http://gyanbhartihisua.com/,Bihar,"School, Private School",,Gautam Kumar,,,,,"751 crore, 4 crore",,080848 64411,"satyendra1990@gmail.com, adhikary4@hotmail.com","agrawal13@gmail.com, msc.padma@gmail.com",gyanbharati@gmail.com,nishi_manglik@yahoo.co.in,gyanbharticollege@gmail.com,9896010790,9467412969,9813810790,,,,,,,,
hari sri vidya nidhi school,"sree rama krishan ashram lane, punkunnam, thrissur, kerala 680002",http://www.harisrividyanidhi.com/,Kerala,"CBSE School, ICSE School, International School, School",,Jaya Nagarajan,9/1/1978,Council for the Indian School Certificate Examinations,,"1/2 crore, 2 crore, 281 crore",,0487 238 0258,"suman15@yahoo.com, tasneem@hotmail.com, er.annassery@gmail.com, swaminathanvk@gmail.com","pro.neeraj@gmail.com, yadav.bsc@gmail.com, vasudha7@gmail.com, sandhya20@gmail.com",mail@harisrividyanidhi.com,harisrividyanidhischool@yahoo,harisrividyanidhischool@yahoo.com,9995491577,,,,,,,http://www.harisrividyanidhi.com/,Kerala,"CBSE School, ICSE School, International School, School",,Jaya Nagarajan,1 September 1978,Council for the Indian School Certificate Examinations,,,"1/2 crore, 2 crore, 281 crore",,0487 238 0258,"suman15@yahoo.com, tasneem@hotmail.com, er.annassery@gmail.com, swaminathanvk@gmail.com","pro.neeraj@gmail.com, yadav.bsc@gmail.com, vasudha7@gmail.com, sandhya20@gmail.com",mail@harisrividyanidhi.com,harisrividyanidhischool@yahoo,harisrividyanidhischool@yahoo.com,9995491577,,,,,,,,,,
hebron school,"vannarapettai, ooty, tamil nadu 643001",http://www.hebronooty.org/,Ooty,"Schools, School",Co-ED,Mr. Phil Reynolds,1899,,,12 lakh,,"9495030917, 0423 222 5820, 0423 222 5820","phil1968@gmail.com, bhaskar.bsc@rediff.com","admin.kalyan@podar.org, anand.msc@gmail.com","info@hebronschool.info, principal@hebronooty.org","hebronschool@yahoo.com, info@hebronschool.info","principal@hebronooty.org, hebronschool@yahoo.com",8238392000,8238393000,,,,,,http://www.hebronooty.org/,Ooty,"Schools, School",Co-ED,Mr. Phil Reynolds,1899,,,,12 lakh,,"9495030917, 0423 222 5820, 0423 222 5820","phil1968@gmail.com, bhaskar.bsc@rediff.com","admin.kalyan@podar.org, anand.msc@gmail.com","info@hebronschool.info, principal@hebronooty.org","hebronschool@yahoo.com, info@hebronschool.info","principal@hebronooty.org, hebronschool@yahoo.com",8238392000,8238393000,,,,,,,,,
hello kids - modern,"uyyakondanmalai, tiruchirappalli, tamil nadu 620102",http://hellokids.co.in/,Tamil Nadu,Kids School,,,,,,12 crore,,084280 39936,,,tn.modern@hellokids.co.in,kinderjoy@hellokids.co.in,director@hellokids.co.in,8428039926,8428039936,919449026268,"9824017478, 8826878566",,,,http://hellokids.co.in/,Tamil Nadu,Kids School,,,,,,,12 crore,,084280 39936,,,tn.modern@hellokids.co.in,kinderjoy@hellokids.co.in,director@hellokids.co.in,8428039926,8428039936,919449026268,"9824017478, 8826878566",,,,,,,
hi-tech modern high school,"plot no. 114 & 115, opp. military dairy farm, swarnadhama nagar, old bowenpally, secunderabad, hyderabad, telangana 500015",https://hitechresidential.com/,Telangana,Boarding school,,,,,,12 crore,,095333 18725,,,medchalhitech@gmail.com,hmhsschool@gmail.com,admin@hitechresidential.com,9533318725,7893229984,9016323383,7091193009,,,,https://hitechresidential.com/,Telangana,Boarding school,,,,,,,12 crore,,095333 18725,,,medchalhitech@gmail.com,hmhsschool@gmail.com,admin@hitechresidential.com,9533318725,7893229984,9016323383,7091193009,,,,,,,
hira public school,"hanswar, uttar pradesh 224143",http://hira.ac.in/,Uttar Pradesh,"Schools, School",,Mujeeb Khan,1993,,,,,97928 30644,"dr.shree@hotmail.com, sarin18@gmail.com","pro.jain@gmail.com, komalkhosla@gmail.com",hps@hira.ac.in,manager@hira.ac.in,hirapublicschool@gmail.com,+91-9450765436,+91-9451704729,+91-7800915091,,,,,http://hira.ac.in/,Uttar Pradesh,"Schools, School",,Mujeeb Khan,1993,,,,,,97928 30644,"dr.shree@hotmail.com, sarin18@gmail.com","pro.jain@gmail.com, komalkhosla@gmail.com",hps@hira.ac.in,manager@hira.ac.in,hirapublicschool@gmail.com,+91-9450765436,+91-9451704729,+91-7800915091,,,,,,,,
holy cross school,"durjoynagar, agartala, tripura 799009",http://www.holycrossschoolagartala.in/,Tripura,"Private School, CBSE School",,,,,,"1/2 crore, 2 crore",,0381 234 2040,,,contact@holycrosshighschool.in,office@holycrossprimary.thurrock.sch.uk,abs78@holycross.kingston.sch.uk,abs91011@holycross,"enquiry@holycross-sch.net, office@holycross.bc.ca","holycrossk@gmail.com, enquiry@holycross-sch.net","9719754300, 7906931767, 9990001908, 9990047047, 9811437000",,,,http://www.holycrossschoolagartala.in/,Tripura,"Private School, CBSE School",,,,,,,"1/2 crore, 2 crore",,0381 234 2040,,,contact@holycrosshighschool.in,office@holycrossprimary.thurrock.sch.uk,abs78@holycross.kingston.sch.uk,abs91011@holycross,"enquiry@holycross-sch.net, office@holycross.bc.ca","holycrossk@gmail.com, enquiry@holycross-sch.net","9719754300, 7906931767, 9990001908, 9990047047, 9811437000",,,,,,,
holy cross school,"kazipura rd, amritpalli, uttar pradesh 277001",http://www.holycrossballia.com/,Uttar Pradesh,"School, ICSE School",,Sister Mary John,1971,,,"1/2 crore, 5 crore",,05498 220 667,"juby.phd@yahoo.com, kaminimrs@gmail.com","shriabhinay@gmail.com, liladhar2@gmail.com",office@holycrossprimary.thurrock.sch.uk,info@holycrosskolhapur.in,pastoralcare@victoriadiocese.org,9158900446,hccs@holycross-batavia.org,hcsbokaro@gmail.com,9837081468,,,,http://www.holycrossballia.com/,Uttar Pradesh,"School, ICSE School",,Sister Mary John,1971,,,,"1/2 crore, 5 crore",,05498 220 667,"juby.phd@yahoo.com, kaminimrs@gmail.com","shriabhinay@gmail.com, liladhar2@gmail.com",office@holycrossprimary.thurrock.sch.uk,info@holycrosskolhapur.in,pastoralcare@victoriadiocese.org,9158900446,hccs@holycross-batavia.org,hcsbokaro@gmail.com,9837081468,,,,,,,
isb&m (kolkata),"budge budge, achipur, west bengal 700138",http://www.isbm.ac.in/,West Bengal,International School,,,2004,,,2 crore,,092305 62601,,,info@isbm.ac.in,admissions@isbm.ac.in,admissions.kolkata@isbm.ac,9230562572,7757029571,9830991821,,,,,http://www.isbm.ac.in/,West Bengal,International School,,,2004,,,,2 crore,,092305 62601,,,info@isbm.ac.in,admissions@isbm.ac.in,admissions.kolkata@isbm.ac,9230562572,7757029571,9830991821,,,,,,,,
isfc,"p-360, rd number 3, sagar society, sri nagar colony, kamalapuri colony, banjara hills, hyderabad, telangana 500873",http://isfc.in/,Telangana,Private Schoos,,,,,,5 crore,,090123 90127,,,sayit@isfc.in,sales@isfc.in,careers@isfc.in,7829906637,contact@isfc.in,last@isfc.in,919954152808,,,,http://isfc.in/,Telangana,Private Schoos,,,,,,,5 crore,,090123 90127,,,sayit@isfc.in,sales@isfc.in,careers@isfc.in,7829906637,contact@isfc.in,last@isfc.in,919954152808,,,,,,,
ideal international school,"8-1-398/pm/00, paramount hills colony rd, paramount hills, toli chowki, hyderabad, telangana 500008",http://www.idealintschool.com/,Telangana,IB school,,,,,,5 crore,,040 6544 4111,,,info@idealinternationalindore.com,ideal.awadheshtiwari@gmail.com,ideal.poojatiwari@gmail.com,9425060458,ideal_international@rediffmail.com,idealschoolsinghani@gmail.com,9151092123,,,,http://www.idealintschool.com/,Telangana,IB school,,,,,,,5 crore,,040 6544 4111,,,info@idealinternationalindore.com,ideal.awadheshtiwari@gmail.com,ideal.poojatiwari@gmail.com,9425060458,ideal_international@rediffmail.com,idealschoolsinghani@gmail.com,9151092123,,,,,,,
india international school,"kalyanpur satellite township, asansol, west bengal 713305",http://iisasansol.org/,West Bengal,IB school,,,,,,4 crore,,094343 44949,,,indiaintschool@gmail.com,vermakbala@gmail.com,info@iiss.ae,9434344949,iiskwt@hotmail.com,iismangaf@gmail.com,"9143124555, 9853374444, info@cambridgeedu.in, info@cisdasuya.com",,,,http://iisasansol.org/,West Bengal,IB school,,,,,,,4 crore,,094343 44949,,,indiaintschool@gmail.com,vermakbala@gmail.com,info@iiss.ae,9434344949,iiskwt@hotmail.com,iismangaf@gmail.com,"9143124555, 9853374444, info@cambridgeedu.in, info@cisdasuya.com",,,,,,,
indian national public school,"e-78a, e block, pocket e, sector 20, noida, uttar pradesh 201301",http://www.inpschool.com/,Uttar Pradesh,Schools,,,,,,11 lakh,,0120 432 0879,er.nath@rediff.com,,indiannationalps@yahoo.com,info@inpschool.com,admission@npswhitefield.com,vijendrakumargupta338@gmail.com,,,"emhuerta@lotusschool.org, transport@lotusvalleynoidaextension.com, admissions@.com, hyderguda@lotusschool.in, hydergudahoc@lotusschool.in, tarak.lotus@conceptsedu.com",,,,http://www.inpschool.com/,Uttar Pradesh,Schools,,,,,,,11 lakh,,0120 432 0879,er.nath@rediff.com,,indiannationalps@yahoo.com,info@inpschool.com,admission@npswhitefield.com,vijendrakumargupta338@gmail.com,,,"emhuerta@lotusschool.org, transport@lotusvalleynoidaextension.com, admissions@.com, hyderguda@lotusschool.in, hydergudahoc@lotusschool.in, tarak.lotus@conceptsedu.com",,,,,,,
indira gandhi memorial high school,"456, pk guha rd, arabinda sarani, rajbari, dum dum, kolkata, west bengal 700028",http://dumdum.igmhs.org/,West Bengal,IB school,,,,,,2 crore,,098302 36955,,,bigmhschool@hotmail.com,igmhs@hotmail.com,igmauttarpara@gmail.com,9903780222,9830236955,+91-9903046955,91-9999232745,,,,http://dumdum.igmhs.org/,West Bengal,IB school,,,,,,,2 crore,,098302 36955,,,bigmhschool@hotmail.com,igmhs@hotmail.com,igmauttarpara@gmail.com,9903780222,9830236955,+91-9903046955,91-9999232745,,,,,,,
indirapuram public school,"no.6 ii, nyay khand i, indirapuram, ghaziabad, uttar pradesh 201014",http://www.ipsindirapuramncr.com/,Uttar Pradesh,International School,,,,,,3 crore,,0120 260 7103,,,indirapuramps@gmail.com,contact@ipsindirapuramncr.com,indirapuramps.cr@gmail,9560994651,8882024545,+91-9560994654,"9578111105, 8940403490, 9443042032, 9500295000",,,,http://www.ipsindirapuramncr.com/,Uttar Pradesh,International School,,,,,,,3 crore,,0120 260 7103,,,indirapuramps@gmail.com,contact@ipsindirapuramncr.com,indirapuramps.cr@gmail,9560994651,8882024545,+91-9560994654,"9578111105, 8940403490, 9443042032, 9500295000",,,,,,,
indus international school bangalore,"billapura cross, sarjapura - attibele rd, sarjapura, bengaluru, karnataka 562125",http://www.indusschool.com/,Karnataka,Schools,,,2001,,,,,080 2289 5900,singhawanindra@gmail.com,,admissions@indusschool.com,feedback@indusschool.com,recruitment@indusschool.com,principal@indusschool.com,mail@indusschool.com,shaluu.beadi@indusschool.com,,,,,http://www.indusschool.com/,Karnataka,Schools,,,2001,,,,,,080 2289 5900,singhawanindra@gmail.com,,admissions@indusschool.com,feedback@indusschool.com,recruitment@indusschool.com,principal@indusschool.com,mail@indusschool.com,shaluu.beadi@indusschool.com,,,,,,,,
indus public school,"delhi rd, rohtak, haryana 124001",http://ipsrohtak.edu.in/,Jhajjar,CBSE School,,Dr. Sushma Jha,2003,,,,,099929 00573,asim.bsc@gmail.com,,info@ipshisar,induspublicshool@live.com,induspublicschool@live.com,9888995440,8770157664,,,,,,http://ipsrohtak.edu.in/,Jhajjar,CBSE School,,Dr. Sushma Jha,2003,,,,,,099929 00573,asim.bsc@gmail.com,,info@ipshisar,induspublicshool@live.com,induspublicschool@live.com,9888995440,8770157664,,,,,,,,,
indus public school,"vijay nagar, urban estate, jind, haryana 126102",http://www.ipsjind.edu.in/,Jind,Private School,,Mrs. Aruna Sharma,,,,,,0168 124 9705,dubey9@gmail.com,,info@ipshisar.edu.in,info@induschampsschool.edu.in,info@ipsrohtak.edu.in,9992900573,7709057881,+91-9992900574,,,,,http://www.ipsjind.edu.in/,Jind,Private School,,Mrs. Aruna Sharma,,,,,,,0168 124 9705,dubey9@gmail.com,,info@ipshisar.edu.in,info@induschampsschool.edu.in,info@ipsrohtak.edu.in,9992900573,7709057881,+91-9992900574,,,,,,,,
indus valley world school,"488, ajoy nagar, eastern metropolitan by-pass near peerless hospital, behind satyajit ray film institution, kolkata, west bengal 700094",http://www.ivws.org/,West Bengal,CBSE School,,,,,,2 crore,,033 7120 5250,,,director@ivws.org,principal@ivws.org,viceprincipal@ivws.org,dean@ivws.org,middle@ivws.org,secondary@ivws.org,"avchennai78@gmail.com, avsrnr@gmail.com, avettimadai@gmail.com, avnallampalayam@gmail.com, davangere@vidyalayam.amrita.edu, avdurgapur@gmail.com, avkochi@kochi.amritavidyalayam.edu.in, avhpad@gmail.com, avkngd@knhd.amritavidyalayam.edu.in, avknnur@gmail.com, nagai@vidyalayam.amrita.edu, avkdlr@gmail.com, avkldy@kldy.amritavidyalayam.edu.in, amritavidyalayamkolkata@gmail.com, avkllm123@gmail.com",,,,http://www.ivws.org/,West Bengal,CBSE School,,,,,,,2 crore,,033 7120 5250,,,director@ivws.org,principal@ivws.org,viceprincipal@ivws.org,dean@ivws.org,middle@ivws.org,secondary@ivws.org,"avchennai78@gmail.com, avsrnr@gmail.com, avettimadai@gmail.com, avnallampalayam@gmail.com, davangere@vidyalayam.amrita.edu, avdurgapur@gmail.com, avkochi@kochi.amritavidyalayam.edu.in, avhpad@gmail.com, avkngd@knhd.amritavidyalayam.edu.in, avknnur@gmail.com, nagai@vidyalayam.amrita.edu, avkdlr@gmail.com, avkldy@kldy.amritavidyalayam.edu.in, amritavidyalayamkolkata@gmail.com, avkllm123@gmail.com",,,,,,,
international school of hyderabad,"icrisat main entrance gate, patancheru, ramachandra puram, hyderabad, telangana 502324",http://www.ishyd.org/,"Telangana, Peddapalli, Mahabubnagar, Arunachal Pradesh, Andhra Pradesh","Private Schoos, IB school, International School",,Dr. Oli Tooher-Hancock,,,,"12 crore, 4 crore, 3 crore",,040 3071 3865,"thomas1987@gmail.com, rinasingh@rediff.com, agoswami@yahoo.com, fruvari@gmail.com","dr.trimbak@gmail.com, principal.anil@gmail.com, dilip.msc@gmail.com, manoj17@gmail.com",admissions@ishyd.org,ish@ishyd.org,admissions@cgrinternationalschool.edu.in,"yderabadinternationalschool@gmail.com, 9866461201, +91-9999422597","info@samashtischool, 9121174324, +91-9999422598","info@nirajinternationalschool.com, 7702203382","support.vh10215@vgos.org, support.vh10207@vgos.org",,,,http://www.ishyd.org/,"Telangana, Peddapalli, Mahabubnagar, Arunachal Pradesh, Andhra Pradesh","Private Schoos, IB school, International School",,Dr. Oli Tooher-Hancock,,,,,"12 crore, 4 crore, 3 crore",,040 3071 3865,"thomas1987@gmail.com, rinasingh@rediff.com, agoswami@yahoo.com, fruvari@gmail.com","dr.trimbak@gmail.com, principal.anil@gmail.com, dilip.msc@gmail.com, manoj17@gmail.com",admissions@ishyd.org,ish@ishyd.org,admissions@cgrinternationalschool.edu.in,"yderabadinternationalschool@gmail.com, 9866461201, +91-9999422597","info@samashtischool, 9121174324, +91-9999422598","info@nirajinternationalschool.com, 7702203382","support.vh10215@vgos.org, support.vh10207@vgos.org",,,,,,,
inventure academy,"whitefield – sarjapur road, chikkavaderapura, near dommasandra circle, bengaluru, karnataka 562125",http://www.inventureacademy.com/,Karnataka,"School, International School",,,2005,,,"3 crore, 1/2 crore",,080 2782 2101,,,admissions@inventureacademy.com,recruitment@inventureacademy.com,whitefieldpreschool@inventureacademy.com,7406328034,8027822102,pxxxxi@inve,,,,,http://www.inventureacademy.com/,Karnataka,"School, International School",,,2005,,,,"3 crore, 1/2 crore",,080 2782 2101,,,admissions@inventureacademy.com,recruitment@inventureacademy.com,whitefieldpreschool@inventureacademy.com,7406328034,8027822102,pxxxxi@inve,,,,,,,,
isha'ath public school,"sh 34, poonoor, unnikulam, kozhikode, kerala 673574",http://www.ipspoonoor.in/,Kerala,CBSE School,,K. M. Abdul Khader,,,,5 crore,,0496 264 8524,er.david@gmail.com,shripradeep@gmail.com,khader313@gmail.com,kuldeep_srathore@yahoo.co.in,ipspoonoor@gmail.com,principal.ipsp@gmail.com,,,,,,,http://www.ipspoonoor.in/,Kerala,CBSE School,,K. M. Abdul Khader,,,,,5 crore,,0496 264 8524,er.david@gmail.com,shripradeep@gmail.com,khader313@gmail.com,kuldeep_srathore@yahoo.co.in,ipspoonoor@gmail.com,principal.ipsp@gmail.com,,,,,,,,,,
ivy league academy,"bommarasipet, secunderabad, telangana 500078",https://bit.ly/3eT2tr1,Telangana,Private Schoos,,,,,,5 crore,,091001 75366,,,admission@ivyleagueacademy.org,info@ivylera.com,support@ivylera.com,9052880335,9052880323,9100175366,"9136122700, 8822607725",,,,https://bit.ly/3eT2tr1,Telangana,Private Schoos,,,,,,,5 crore,,091001 75366,,,admission@ivyleagueacademy.org,info@ivylera.com,support@ivylera.com,9052880335,9052880323,9100175366,"9136122700, 8822607725",,,,,,,
jagran public school,"bharwara crossing road, near, sahara hospital rd, viraj khand-2, sector 6, gomti nagar, lucknow, uttar pradesh 226010","http://www.jpslucknow.com/contact.htm, http://www.jpslucknow.com/","Uttar Pradesh, Lucknow","Schools, School, Private School, CBSE School",,Mr Sachidanand Singh,2007,,,2.5 crore,,070818 91283,"sister17@yahoo.com, rawat.bsc@gmail.com, dvijendradr@gmail.com, chaudhary1990@gmail.com","walia.bsc@gmail.com, pro.vikas@gmail.com, raghunath20@gmail.com, karnevivek@gmail.com",jpsnoida2006@gmail.com,"jpsnoida1@yahoo.co.in, jpslko.recruitment@gmail.com","jagranpublicschool.kannauj@gmail.com, jpslko_itwizfarm@rediffmail.com","principaljpsnoida@redffimail.com, 7081891282",jagranpublicschool.kannauj@gmail.com,,j-d@datapro.in,,,,"http://www.jpslucknow.com/contact.htm, http://www.jpslucknow.com/","Uttar Pradesh, Lucknow","Schools, School, Private School, CBSE School",,Mr Sachidanand Singh,2007,,,,2.5 crore,,070818 91283,"sister17@yahoo.com, rawat.bsc@gmail.com, dvijendradr@gmail.com, chaudhary1990@gmail.com","walia.bsc@gmail.com, pro.vikas@gmail.com, raghunath20@gmail.com, karnevivek@gmail.com",jpsnoida2006@gmail.com,"jpsnoida1@yahoo.co.in, jpslko.recruitment@gmail.com","jagranpublicschool.kannauj@gmail.com, jpslko_itwizfarm@rediffmail.com","principaljpsnoida@redffimail.com, 7081891282",jagranpublicschool.kannauj@gmail.com,,j-d@datapro.in,,,,,,,
